date,language,value
2011/05/31,ur,212
2011/06/30,ur,217
2011/07/31,ur,226
2011/08/31,ur,229
2011/09/30,ur,229
2011/10/31,ur,230
2011/11/30,ur,231
2011/12/31,ur,235
2012/01/31,ur,238
2012/02/29,ur,239
2012/03/31,ur,240
2012/04/30,ur,245
2012/05/31,ur,247
2012/06/30,ur,252
2012/07/31,ur,255
2012/08/31,ur,258
2012/09/30,ur,263
2012/10/31,ur,267
2012/11/30,ur,275
2012/12/31,ur,279
2008/01/31,Total,1195
2008/02/29,Total,1273
2008/03/31,Total,1321
2008/04/30,Total,1363
2008/05/31,Total,1423
2008/06/30,Total,1469
2008/07/31,Total,1512
2008/08/31,Total,1551
2008/09/30,Total,1589
2008/10/31,Total,1634
2008/11/30,Total,1667
2008/12/31,Total,1704
2009/01/31,Total,1741
2009/02/28,Total,1780
2009/03/31,Total,1826
2009/04/30,Total,1879
2009/05/31,Total,1939
2009/06/30,Total,2005
2009/07/31,Total,2058
2009/08/31,Total,2133
2009/09/30,Total,2195
2009/10/31,Total,2277
2009/11/30,Total,2343
2009/12/31,Total,2417
2010/01/31,Total,2503
2010/02/28,Total,2570
2010/03/31,Total,2649
2010/04/30,Total,2708
2010/05/31,Total,2772
2010/06/30,Total,2858
2010/07/31,Total,2957
2010/08/31,Total,3071
2010/09/30,Total,3150
2010/10/31,Total,3232
2010/11/30,Total,3335
2010/12/31,Total,3415
2011/01/31,Total,3495
2011/02/28,Total,3573
2011/03/31,Total,3672
2011/04/30,Total,3752
2011/05/31,Total,3838
2011/06/30,Total,3929
2011/07/31,Total,4027
2011/08/31,Total,4103
2011/09/30,Total,4183
2011/10/31,Total,4267
2011/11/30,Total,4371
2011/12/31,Total,4483
2012/01/31,Total,4609
2012/02/29,Total,4711
2012/03/31,Total,4804
2012/04/30,Total,4902
2012/05/31,Total,4995
2012/06/30,Total,5112
2012/07/31,Total,5203
2012/08/31,Total,5310
2012/09/30,Total,5401
2012/10/31,Total,5497
2012/11/30,Total,5600
2012/12/31,Total,5689
